source_scope,locale_key,token_key_a,exact_raw_token_a,raw_token_utf8_base64_a,raw_token_sha256_a,token_key_b,exact_raw_token_b,raw_token_utf8_base64_b,raw_token_sha256_b,n_a,n_b,n_ab,jaccard,p_b_given_a,p_a_given_b
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",1de6cfe112f10e6e448f194a3db9ac942f556621730ba1a2111e964a5dd53096,Horreur,SG9ycmV1cg==,f4e6ed48bcb9b71397210becffc699c7063a8101506e4e98c030c9b26e5618b9,75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,1,44,1,0.022727272727,1,0.022727272727
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",3ae9a97ddccca9a39cf7317ec08eabc743034af9b43cfc91f02677de2ae90f25,Adolescent,QWRvbGVzY2VudA==,2a8179b03ce566644fd963579db04b98b93f5c8b9c509b51128f561cf38e7660,75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,2,44,2,0.045454545455,1,0.045454545455
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",5323c809e8288cc036c01e79b873bcb606dc04474f29cfea3da1f3f97a2ad0e6,古代言情,5Y+k5Luj6KiA5oOF,37c0e6b415e5a4aee67705cf03a5938cf30b5f97b61ccaaeeb3b6e4dd9f91cb7,75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,1,44,1,0.022727272727,1,0.022727272727
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",59b85bb4453c8d7376fd95163cbee8167ed7197deb41b88bb80ef96b4b34eefa,Nouvelles,Tm91dmVsbGVz,e2fa678e8c3ee06b6d2f7d93b41ba88f4bc47a5e478f045ea1eff213c57624c4,75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,1,44,1,0.022727272727,1,0.022727272727
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",5f2fdb0935f23f22bcfa8c3234e814bbf9aa47710b7dd7d9ae05870f0e618eaa,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,78f4a1c02b1b798180ad97f2db7e9fe234eadb604ca912f73e598ed8e664503f,Moderne,TW9kZXJuZQ==,ea2049ce73dc464f4f449f4a570e8f16862bb2225bff80a1c07e2ccbabca49ac,2,22,2,0.090909090909,1,0.090909090909
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,78f4a1c02b1b798180ad97f2db7e9fe234eadb604ca912f73e598ed8e664503f,Moderne,TW9kZXJuZQ==,ea2049ce73dc464f4f449f4a570e8f16862bb2225bff80a1c07e2ccbabca49ac,44,22,20,0.434782608696,0.454545454545,0.909090909091
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,7e618817e78962da9edb6baf8691390d3b3e2706d15eddc3d09d2539816c7296,Loup-garou,TG91cC1nYXJvdQ==,fdadc1efde6f809533133a97b865fa2f94d246aa5133cd89850185e83b2cd995,44,1,1,0.022727272727,0.022727272727,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,9493a43ef28b9c0e63b17aff62cd6e86fd5c2b01c8ce4a3326235d43a2a66427,Autres,QXV0cmVz,eaa2318178c83b85c5aa677eb3ef6be74372b36353b33a3921ba83b2c4624cf1,44,1,1,0.022727272727,0.022727272727,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,9e3e24ba4fec19dadbbdea9febf794490cfcbbf3b3d80363d3a26ff16521de62,Milliardaires,TWlsbGlhcmRhaXJlcw==,7d1e56f3c6ff2e99828a110dd26bc68ec9e682b126308e67a1c843918feeef86,44,3,3,0.068181818182,0.068181818182,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,b8ccfb7b5c452205ca1f0c2b9444e2df59b8332776c430fece3bdabd215972cf,Histoire,SGlzdG9pcmU=,7c574fe25d60550a761cfd7c2e3a1c46b8656913a9f26bb72dac406bf8774229,44,3,3,0.068181818182,0.068181818182,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,b9262dee87525c3c454090110b3429e5e13e6746599d21015079173312391f0b,LGBT+,TEdCVCs=,e82b54800c798ebb021135f88e2cff0e6d3e47e91823700315eaa27295a3de47,44,1,1,0.022727272727,0.022727272727,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,c40a596f73ae3ecf4f42e5f635fdd31cda11e5e8832a6daf2ccbc6468e30b916,Xuanhuan,WHVhbmh1YW4=,2df2c7c65851681ab61711f88eced8e0be05c839de0e597560480aac9257278a,44,1,1,0.022727272727,0.022727272727,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,c7db0384a0ae08abcc7e8c57a169136d3aa3d7b405f2bbd0b17102b6bf181e32,Science-fiction,U2NpZW5jZS1maWN0aW9u,f582c967b32dc65646db699b7fdb8ad3a6a137ae2517bbcd150c61eaf56e0506,44,1,1,0.022727272727,0.022727272727,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,e3784ea74ed2174d2d3a4da726c0dd1ca5b4164798bc9964a131219f5d9c212c,Romance,Um9tYW5jZQ==,3bc3567a7fc6511a85072520dc1bdb95a732c4aee93a6533d53954f39124d7c9,44,8,8,0.181818181818,0.181818181818,1
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",0ed6632556b73d348951c13ccdf6a1df69c5d05698e3111f1bfcdcfa3663ec74,Cerita pendek,Q2VyaXRhIHBlbmRlaw==,18efbfac03193c2076285c288e96da1c288be41150909a6efaaf178711705c0f,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,15,442,15,0.033936651584,1,0.033936651584
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",0f3585b59173018157b81a66e3320b6162df9d799e95408fa49132cad8f10c60,xuanhuan,eHVhbmh1YW4=,c8d3285f701a02fc912481fa545c59c21a73174c3e436e00bcb3742813033c31,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,17,442,17,0.038461538462,1,0.038461538462
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",15f6a3343bca640a9f4d5b4c02fc80fe0ded9f711b9be45fa0e2ed966d69c4d4,Likantrof,TGlrYW50cm9m,53ea986d019c8d5bf06db7e941fffa20003de7c16176816b9c88345eb325d1b5,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,33,442,33,0.074660633484,1,0.074660633484
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",1af783bd5b293f38acfa6c8d55a1e93f864b3753f4aa92db4454c10192e9264d,Miliarder,TWlsaWFyZGVy,1071a61b3906eda34ba4d75eef78136cf9fb4c622f9d7dd33fdfedc50c60491d,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,60,442,60,0.135746606335,1,0.135746606335
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",445087aa23fc108b52ce82bce7cfe370f7c5f8b4763a06d18ba7ac425142f599,Adventure,QWR2ZW50dXJl,9a3c16424750cbde029c47e059f219dc64d8943ac4073a1cc5bc9accd979fc17,a8f982953b23af6f4b7403929da036d44ce2f6deb19d701b760932b678e35d49,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,57,109,57,0.522935779817,1,0.522935779817
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",7279a4dc275610cb56646dce47c635efb1641a93937111829f83c8fbef0159e6,Lainnya,TGFpbm55YQ==,09036af8b72c03e6bae8dbfa830724d2c16d07af68754060d3ac0c76b4710478,a8f982953b23af6f4b7403929da036d44ce2f6deb19d701b760932b678e35d49,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,29,109,7,0.053435114504,0.241379310345,0.064220183486
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",7279a4dc275610cb56646dce47c635efb1641a93937111829f83c8fbef0159e6,Lainnya,TGFpbm55YQ==,09036af8b72c03e6bae8dbfa830724d2c16d07af68754060d3ac0c76b4710478,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,29,442,22,0.048997772829,0.758620689655,0.049773755656
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",7bb0ba713a5f82348bcc7386eec554693c96ce1dd655a6dee811d5dcb1fe1bc8,Lebih,TGViaWg=,d2858192ddd62b95edcfce5c3676e8239e9f336d7edca6f36738e6007a55be38,a8f982953b23af6f4b7403929da036d44ce2f6deb19d701b760932b678e35d49,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,6,109,6,0.05504587156,1,0.05504587156
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",7bbb8b8b7fc60791364a44ff894ee89dd143d994541b1aee6158c803512f5620,Fantasi,RmFudGFzaQ==,af21c404fea75e4b30bb434c15d64d87cf145e56491184a3f50dae19de8c83fe,a8f982953b23af6f4b7403929da036d44ce2f6deb19d701b760932b678e35d49,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,41,109,11,0.079136690647,0.268292682927,0.100917431193
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",7bbb8b8b7fc60791364a44ff894ee89dd143d994541b1aee6158c803512f5620,Fantasi,RmFudGFzaQ==,af21c404fea75e4b30bb434c15d64d87cf145e56491184a3f50dae19de8c83fe,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,41,442,30,0.066225165563,0.731707317073,0.067873303167
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",8a66cea81b6734a4627dd03f8355b4da5032e6b41235ab1ee5da382a814ba9eb,LGBT+,TEdCVCs=,e82b54800c798ebb021135f88e2cff0e6d3e47e91823700315eaa27295a3de47,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,4,442,4,0.009049773756,1,0.009049773756
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",94f971abad0a192dc8567dc74733ba15e352e5a96fbb33f034b275cd9562ddd3,Mafia,TWFmaWE=,35e95dfecfe2f6b88dd601cc1a2dcc2bea763f6d757419fe9a390a80ab025997,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,10,442,10,0.022624434389,1,0.022624434389
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",9f051634a75bd120280870865af75a23a882b0f2d54b6b30db442b847aae8fbe,Sejarah,U2VqYXJhaA==,2eda975c27e379935d83f49b9b822a9d014be86f7690b07da8fe64327539b0fa,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,3,442,3,0.006787330317,1,0.006787330317
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",a8f982953b23af6f4b7403929da036d44ce2f6deb19d701b760932b678e35d49,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,bef56bdec0247775ccb6c370083c87b5e0942d563a9a226caadff2cb0e3dde32,Romantis,Um9tYW50aXM=,7ecc51d5e58f5ff1ddbd62d4b775540dfb7225b009ab2fb2f8c9f78ee504064e,109,116,25,0.125,0.229357798165,0.215517241379
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",a8f982953b23af6f4b7403929da036d44ce2f6deb19d701b760932b678e35d49,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,ee566514bef665cf9ecdc663daa3e0f6e5f6c6e2b9b32d2044cdf94993d28e97,Horor,SG9yb3I=,cae5c2d98a042f07b361e9ff74e08c9a93941676bef846b93f479ce2933427c6,109,19,3,0.024,0.02752293578,0.157894736842
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",bef56bdec0247775ccb6c370083c87b5e0942d563a9a226caadff2cb0e3dde32,Romantis,Um9tYW50aXM=,7ecc51d5e58f5ff1ddbd62d4b775540dfb7225b009ab2fb2f8c9f78ee504064e,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,116,442,91,0.194860813704,0.784482758621,0.205882352941
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",c1d9f1c18f0eb4779ecff745d4be9684222be5f35080d5b4a93d0e66988881cd,Modern,TW9kZXJu,eef6c7f6ddd4067eb8afcea1a2104116ed5c09287b11433ed96a2b3c47cbb55c,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,118,442,118,0.266968325792,1,0.266968325792
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",e9990f81e60d42f8cd301eea50b6759d608856ca54cf40906311e00ae9be86de,Anak muda,QW5hayBtdWRh,ae219bd3511ca719ce228dd9aeb662759abd53a13e1c67defb3f41c47c42c2fe,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,23,442,23,0.052036199095,1,0.052036199095
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",ee566514bef665cf9ecdc663daa3e0f6e5f6c6e2b9b32d2044cdf94993d28e97,Horor,SG9yb3I=,cae5c2d98a042f07b361e9ff74e08c9a93941676bef846b93f479ce2933427c6,fbd7f44ea7d4bc597ec650a198c384c1728f74f77f1e244d4f3fdc4426d8224c,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,19,442,16,0.03595505618,0.842105263158,0.036199095023
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",331f4577ec472b0238d7977a0edba2e3602c77a8a33c39fb3f366d3b9b96cd87,วัยรุ่น,4Lin4Lix4Lii4Lij4Li44LmI4LiZ,cf6d410e9c2c1c003540aadf207c6e90b42c830ae5ed2d048ecd9eb7190ec8f3,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,17,524,17,0.032442748092,1,0.032442748092
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",48236e67b9dc3daab8e8e8e4233d608ccb862bf63f16cf93fd36d19b96c8df33,นิยายวาย,4LiZ4Li04Lii4Liy4Lii4Lin4Liy4Lii,3e7da137d4af29860b05f267d89d30b42486c873a6da997e2830813a869da492,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,18,524,18,0.034351145038,1,0.034351145038
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",4d8816b02aa94fcbff9817de726289ed961903adfa65cf88f2295a80229c1a92,มหาเศรษฐี,4Lih4Lir4Liy4LmA4Lio4Lij4Lip4LiQ4Li1,43b33872d3cd9c219a588a97b3998b2028b016984c97cfc5a762c61963a29ec1,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,79,524,79,0.150763358779,1,0.150763358779
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",59d2394241e1545ae68e383bce234ed1c5186fdda463d3b2d8dd2e480855d61f,ผจญภัย,4Lic4LiI4LiN4Lig4Lix4Lii,b890131ac9379ba229aa52a0047071cbce3b6c445340e87fdc9e4996c70ebce4,5a755504c1febacb341e4123793087cc87c10163921ed63f62cdf8d355a8f448,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,2,21,2,0.095238095238,1,0.095238095238
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",5a755504c1febacb341e4123793087cc87c10163921ed63f62cdf8d355a8f448,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,7f03485318ee01ab26657a096ef4db20c01e8881748bf35744f995935c711758,เมืองแฟนตาซี,4LmA4Lih4Li34Lit4LiH4LmB4Lif4LiZ4LiV4Liy4LiL4Li1,02680f9f37a8603a3af456df7b4a8e0d476b7f14a955e05e15b6acd9fa26319d,21,18,5,0.147058823529,0.238095238095,0.277777777778
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",5a755504c1febacb341e4123793087cc87c10163921ed63f62cdf8d355a8f448,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,a59caa917342b5016c4cdf8f2a97bfe9015385f71b8f53e0ed2d5c2b39106bc6,ตำนาน,4LiV4Liz4LiZ4Liy4LiZ,1371ecab364ef988ad96a9774435dad2a3dd093e80836dd0289cc0ba33abcd5d,21,2,1,0.045454545455,0.047619047619,0.5
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",5a755504c1febacb341e4123793087cc87c10163921ed63f62cdf8d355a8f448,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,c17be67c9218955dabf00b556e5e501aee63f994e93aaebada579cff8a3213ab,สมัยใหม่,4Liq4Lih4Lix4Lii4LmD4Lir4Lih4LmI,822bd4c2cba445f5aec893b0c86e61e2878673478c5d616c9938884e19014d88,21,78,4,0.042105263158,0.190476190476,0.051282051282
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",5a755504c1febacb341e4123793087cc87c10163921ed63f62cdf8d355a8f448,男频,55S36aKR,e74d73d99251bb2b99c02896258d9fbcd9817488f6538674fda26534b0b450ac,c6ef825489335318f7455a2ffdb3fad479dafda0e56a118fcf70149aaa2bf08a,โรแมนติก,4LmC4Lij4LmB4Lih4LiZ4LiV4Li04LiB,c884c7e01e48fd7b70f381ce2fc49a2967ec127de65187c81c094b4d3a599564,21,301,9,0.02875399361,0.428571428571,0.029900332226
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",7f03485318ee01ab26657a096ef4db20c01e8881748bf35744f995935c711758,เมืองแฟนตาซี,4LmA4Lih4Li34Lit4LiH4LmB4Lif4LiZ4LiV4Liy4LiL4Li1,02680f9f37a8603a3af456df7b4a8e0d476b7f14a955e05e15b6acd9fa26319d,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,18,524,13,0.024574669187,0.722222222222,0.024809160305
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",85b001cae4b4316d77cc84b75c69f4304cc6433c70c24012a0ead7bfdd66c62c,มนุษย์หมาป่า,4Lih4LiZ4Li44Lip4Lii4LmM4Lir4Lih4Liy4Lib4LmI4Liy,9f819fdda2f9ddce23482fe9f46cc060bddbf4357d448eb823659c64b51c21ae,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,11,524,11,0.020992366412,1,0.020992366412
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",a59caa917342b5016c4cdf8f2a97bfe9015385f71b8f53e0ed2d5c2b39106bc6,ตำนาน,4LiV4Liz4LiZ4Liy4LiZ,1371ecab364ef988ad96a9774435dad2a3dd093e80836dd0289cc0ba33abcd5d,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,2,524,1,0.001904761905,0.5,0.001908396947
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",c17be67c9218955dabf00b556e5e501aee63f994e93aaebada579cff8a3213ab,สมัยใหม่,4Liq4Lih4Lix4Lii4LmD4Lir4Lih4LmI,822bd4c2cba445f5aec893b0c86e61e2878673478c5d616c9938884e19014d88,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,78,524,74,0.140151515152,0.948717948718,0.141221374046
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",c69348fc685530584a19a84702a938e822372d849e448d185bacd1495b07985b,ประวัติศาสตร์,4Lib4Lij4Liw4Lin4Lix4LiV4Li04Lio4Liy4Liq4LiV4Lij4LmM,bdb07477469db132630cb8e2856f4fb40e8dfb1e09b7a26a431ff7f2a5e4993d,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,5,524,5,0.009541984733,1,0.009541984733
changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""12\""]"",[""string"",""泰语""]]",c6ef825489335318f7455a2ffdb3fad479dafda0e56a118fcf70149aaa2bf08a,โรแมนติก,4LmC4Lij4LmB4Lih4LiZ4LiV4Li04LiB,c884c7e01e48fd7b70f381ce2fc49a2967ec127de65187c81c094b4d3a599564,fdb889c1569af522f491a0456d22bb6b349e65708d08374638607840d04b93b5,女频,5aWz6aKR,d9867749ec31f19fe7bfa4a782791bb108a8c9bc80653d481d3f1110f260cebb,301,524,292,0.547842401501,0.970099667774,0.557251908397
